CLUSTERID1	interact	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	shmotifs	topX	topXinNode
1165	cosine	1167	-0.0012207	0	0.851577	0.481579	592	motif_157,motif_165,motif_214	motif_165,motif_214,motif_157,motif_281,motif_310	motif_157,motif_165,motif_214
1168	cosine	1446	-17.0254	0	0.829112	0.560978	23	motif_165,motif_248,motif_36,motif_7	motif_350,motif_18,motif_169,motif_248,motif_216	motif_248
1169	cosine	1169	0	1	1	1	-1	motif_158,motif_18,motif_248,motif_28,motif_346,motif_350,motif_418,motif_77	0	0
117	cosine	128	-2.01517	0	0.66515	0.583284	70	motif_415,motif_458	motif_415,motif_170,motif_343,motif_400,motif_413	motif_415
1170	cosine	1170	0	1	1	1	-1	motif_135,motif_152,motif_158,motif_291	0	0
1171	cosine	1171	0	1	1	1	-1	motif_157,motif_281,motif_288,motif_310,motif_33,motif_441,motif_46,motif_7	0	0
1172	cosine	1173	-3.05176e-05	0	0.869245	0.472981	28	motif_158,motif_18,motif_248,motif_360,motif_387,motif_441	motif_387,motif_360,motif_248,motif_18,motif_214	motif_18,motif_248,motif_360,motif_387
1172	cosine	1174	-0.000579834	0	0.876508	0.549341	28	motif_248,motif_282,motif_360,motif_387	motif_387,motif_360,motif_248,motif_18,motif_214	motif_248,motif_360,motif_387
1172	cosine	1387	-14.0138	0	0.838316	0.518183	28	motif_387	motif_387,motif_360,motif_248,motif_18,motif_214	motif_387
1172	cosine	1396	-14.0149	0	0.842076	0.565632	28	motif_387	motif_387,motif_360,motif_248,motif_18,motif_214	motif_387
1173	cosine	1174	-0.000549316	0	0.869756	0.49654	28	motif_248,motif_360,motif_387	motif_387,motif_360,motif_248,motif_18,motif_214	motif_248,motif_360,motif_387
1173	cosine	1396	-14.0149	0	0.821427	0.491149	28	motif_387	motif_387,motif_360,motif_248,motif_18,motif_214	motif_387
1174	cosine	1387	-14.0132	0	0.82547	0.536531	28	motif_387,motif_414	motif_387,motif_360,motif_248,motif_18,motif_214	motif_387
1175	cosine	1175	0	1	1	1	-1	motif_135,motif_165,motif_360,motif_72	0	0
1176	cosine	1176	0	1	1	1	-1	motif_128,motif_135,motif_157,motif_18,motif_193,motif_214,motif_217,motif_281,motif_288,motif_305,motif_350,motif_360,motif_387,motif_7,motif_72	0	0
1177	cosine	1563	-24.9988	0	0.80159	0.426791	925		NA,NA,NA,NA,NA	
1178	cosine	1901	-42.0107	0	0.840109	0.509683	56	motif_325	motif_216,motif_350,motif_248,motif_169,motif_224	
1178	cosine	1903	-42.0114	0	0.829706	0.48249	56	motif_216,motif_224,motif_325,motif_350	motif_216,motif_350,motif_248,motif_169,motif_224	motif_216,motif_224,motif_350
1179	cosine	1444	-15.9959	0	0.82533	0.54996	180	motif_157,motif_18,motif_248,motif_342,motif_350	motif_18,motif_157,motif_342,motif_20,motif_453	motif_157,motif_18,motif_342
118	cosine	119	-3.05176e-05	0	0.740264	0.583307	70	motif_170	motif_415,motif_170,motif_343,motif_400,motif_413	motif_170
118	cosine	121	-0.00088501	0	0.785187	0.627336	70	motif_170,motif_316,motif_343,motif_491	motif_415,motif_170,motif_343,motif_400,motif_413	motif_170,motif_343
118	cosine	128	-2.01508	0	0.682054	0.50815	70		motif_415,motif_170,motif_343,motif_400,motif_413	
118	cosine	131	-2.01532	0	0.716912	0.539813	70	motif_170,motif_343	motif_415,motif_170,motif_343,motif_400,motif_413	motif_170,motif_343
118	cosine	259	-42.01	0	0.662304	0.462586	70		motif_415,motif_170,motif_343,motif_400,motif_413	
1180	cosine	1347	-12.0014	0	0.822313	0.563907	251	motif_158	motif_158,NA,NA,NA,NA	motif_158
1181	cosine	1182	-0.000579834	0	0.835021	0.445656	157		motif_158,motif_305,motif_350,motif_36,NA	
1181	cosine	1222	-2.01654	0	0.852834	0.496528	157		motif_158,motif_305,motif_350,motif_36,NA	
1182	cosine	1447	-15.9952	0	0.835311	0.527858	157	motif_158	motif_158,motif_305,motif_350,motif_36,NA	motif_158
1183	cosine	1632	-27.9962	0	0.668737	0.492614	261	motif_280	motif_280,motif_117,motif_135,motif_360,motif_392	motif_280
1183	cosine	1633	-28.0319	0	0.788753	0.481628	261	motif_135,motif_280,motif_360	motif_280,motif_117,motif_135,motif_360,motif_392	motif_135,motif_280,motif_360
1184	cosine	1636	-28.0304	0	0.832059	0.486594	171	motif_199	motif_130,motif_199,motif_491,motif_458,motif_355	motif_199
1184	cosine	2132	-56.0623	0	0.835742	0.525275	171	motif_130,motif_199,motif_491	motif_130,motif_199,motif_491,motif_458,motif_355	motif_130,motif_199,motif_491
1184	cosine	2133	-56.0631	0	0.832805	0.593441	171	motif_130	motif_130,motif_199,motif_491,motif_458,motif_355	motif_130
1184	cosine	2529	-84.0931	0	0.836471	0.63412	171	motif_491	motif_130,motif_199,motif_491,motif_458,motif_355	motif_491
1184	cosine	3313	-144.115	0	0.828712	0.576161	171	motif_130,motif_199,motif_355,motif_491	motif_130,motif_199,motif_491,motif_458,motif_355	motif_130,motif_199,motif_355,motif_491
1184	cosine	3680	-172.146	0	0.827059	0.511287	171	motif_130,motif_199,motif_265,motif_491	motif_130,motif_199,motif_491,motif_458,motif_355	motif_130,motif_199,motif_491
1184	cosine	3884	-189.173	0	0.837818	0.406202	171	motif_130	motif_130,motif_199,motif_491,motif_458,motif_355	motif_130
1184	cosine	4048	-200.178	0	0.827731	0.474065	171		motif_130,motif_199,motif_491,motif_458,motif_355	
1184	cosine	4114	-206.131	0	0.828532	0.47781	171	motif_130,motif_199	motif_130,motif_199,motif_491,motif_458,motif_355	motif_130,motif_199
1185	cosine	1192	-0.00457764	0	0.607954	0.507563	1291	motif_415,motif_89	motif_415,motif_89,NA,NA,NA	motif_415,motif_89
1186	cosine	1186	0	1	1	1	-1	motif_125,motif_136,motif_157,motif_193,motif_282,motif_5,motif_7	0	0
1187	cosine	1187	0	1	1	1	-1	motif_29	0	0
1188	cosine	1188	0	1	1	1	-1	motif_128,motif_19,motif_29,motif_298,motif_415	0	0
1189	cosine	1189	0	1	1	1	-1	motif_136,motif_157,motif_169,motif_193,motif_280,motif_281,motif_350,motif_441,motif_72,motif_93	0	0
119	cosine	121	-0.000854492	0	0.713122	0.640081	70	motif_170,motif_415	motif_415,motif_170,motif_343,motif_400,motif_413	motif_170,motif_415
119	cosine	128	-2.01505	0	0.703339	0.594048	70	motif_415	motif_415,motif_170,motif_343,motif_400,motif_413	motif_415
119	cosine	131	-2.01529	0	0.692112	0.601804	70	motif_170,motif_415	motif_415,motif_170,motif_343,motif_400,motif_413	motif_170,motif_415
1190	cosine	1190	0	1	1	1	-1	motif_157,motif_193,motif_281,motif_282,motif_425,motif_441,motif_99	0	0
1191	cosine	2690	-94.0401	0	0.794778	0.488782	160	motif_128	motif_128,NA,NA,NA,NA	motif_128
1193	cosine	1200	-0.000549316	0	0.769618	0.420455	875		motif_128,motif_282,motif_415,NA,NA	
1193	cosine	1472	-17.0253	0	0.763191	0.584152	875	motif_128,motif_282,motif_415	motif_128,motif_282,motif_415,NA,NA	motif_128,motif_282,motif_415
1193	cosine	3548	-162.055	0	0.780602	0.474174	875	motif_128,motif_282	motif_128,motif_282,motif_415,NA,NA	motif_128,motif_282
1194	cosine	1198	-0.000457764	0	0.861368	0.565499	158	motif_89	motif_89,motif_193,NA,NA,NA	motif_89
1194	cosine	1199	-0.000488281	0	0.850584	0.566791	158	motif_89	motif_89,motif_193,NA,NA,NA	motif_89
1194	cosine	1230	-2.00775	0	0.737726	0.485456	158	motif_89	motif_89,motif_193,NA,NA,NA	motif_89
1195	cosine	1195	0	1	1	1	-1	motif_209,motif_266,motif_281,motif_283,motif_29,motif_319,motif_399,motif_441	0	0
1196	cosine	1418	-14.0157	0	0.717589	0.457954	885	motif_160	motif_125,motif_134,motif_160,motif_441,NA	motif_160
1196	cosine	1423	-14.0252	0	0.74241	0.453009	885	motif_125	motif_125,motif_134,motif_160,motif_441,NA	motif_125
1197	cosine	1197	0	1	1	1	-1	motif_19,motif_209,motif_216,motif_29,motif_298,motif_32,motif_406,motif_415,motif_441,motif_89	0	0
1198	cosine	1199	-3.05176e-05	0	0.843431	0.542067	158	motif_193,motif_89	motif_89,motif_193,NA,NA,NA	motif_193,motif_89
1198	cosine	1230	-2.00729	0	0.71999	0.487231	158	motif_89	motif_89,motif_193,NA,NA,NA	motif_89
1199	cosine	1230	-2.00726	0	0.709392	0.447319	158	motif_89	motif_89,motif_193,NA,NA,NA	motif_89
12	cosine	12	0	1	1	1	-1	motif_281	0	0
120	cosine	120	0	1	1	1	-1	motif_218,motif_413	0	0
1201	cosine	1201	0	1	1	1	-1	motif_128,motif_264,motif_29,motif_350,motif_7,motif_93	0	0
1202	cosine	1202	0	1	1	1	-1	motif_128,motif_157,motif_169,motif_18,motif_193,motif_264,motif_282,motif_283,motif_350	0	0
1203	cosine	1203	0	1	1	1	-1	motif_169,motif_18,motif_288,motif_298,motif_345,motif_360,motif_387,motif_407,motif_7	0	0
1204	cosine	1204	0	1	1	1	-1	motif_248,motif_350,motif_415,motif_45,motif_63	0	0
1205	cosine	1206	-0.00140381	0	0.746395	0.420549	45	motif_190,motif_248	motif_190,motif_218,motif_280,motif_19,motif_342	motif_190
1205	cosine	1462	-15.9966	0	0.70217	0.543297	45	motif_190,motif_248,motif_417	motif_190,motif_218,motif_280,motif_19,motif_342	motif_190
1205	cosine	1545	-22.9928	0	0.697673	0.451333	45	motif_190	motif_190,motif_218,motif_280,motif_19,motif_342	motif_190
1205	cosine	2066	-51.0321	0	0.746758	0.452097	45	motif_190,motif_248	motif_190,motif_218,motif_280,motif_19,motif_342	motif_190
1206	cosine	3228	-137.07	0	0.656205	0.401865	45	motif_169,motif_190	motif_190,motif_218,motif_280,motif_19,motif_342	motif_190
1207	cosine	1207	0	1	1	1	-1	motif_128,motif_158,motif_29,motif_360,motif_387,motif_7	0	0
1208	cosine	1682	-28.0291	0	0.822717	0.517395	1327	motif_135,motif_18,motif_339	motif_135,motif_18,motif_339,NA,NA	motif_135,motif_18,motif_339
1209	cosine	1209	0	1	1	1	-1	motif_209,motif_29,motif_298	0	0
121	cosine	128	-2.01419	0	0.694898	0.577319	70	motif_415	motif_415,motif_170,motif_343,motif_400,motif_413	motif_415
121	cosine	131	-2.01443	0	0.729717	0.627291	70	motif_170,motif_343,motif_415	motif_415,motif_170,motif_343,motif_400,motif_413	motif_170,motif_343,motif_415
1210	cosine	1234	-0.987518	0	0.816552	0.515497	444		motif_209,motif_300,motif_93,motif_135,motif_298	
1210	cosine	2704	-95.0294	0	0.803823	0.545158	444	motif_209	motif_209,motif_300,motif_93,motif_135,motif_298	motif_209
1211	cosine	1211	0	1	1	1	-1	motif_157,motif_158,motif_248,motif_298,motif_342,motif_345,motif_360,motif_407	0	0
1212	cosine	1212	0	1	1	1	-1	motif_135,motif_158,motif_18,motif_248,motif_298,motif_350,motif_360,motif_387,motif_406,motif_407,motif_7	0	0
1213	cosine	1213	0	1	1	1	-1	motif_135,motif_158,motif_209,motif_251,motif_300,motif_360,motif_439	0	0
1214	cosine	1214	0	1	1	1	-1	motif_128,motif_158,motif_18,motif_193,motif_209,motif_298,motif_342,motif_350,motif_360,motif_387,motif_406,motif_5,motif_82	0	0
1215	cosine	1215	0	1	1	1	-1	motif_158,motif_18,motif_209,motif_298,motif_305,motif_350,motif_360	0	0
1216	cosine	1216	0	1	1	1	-1	motif_135,motif_158,motif_169,motif_18,motif_209,motif_300,motif_305,motif_350,motif_360,motif_387,motif_7	0	0
1217	cosine	1217	0	1	1	1	-1	motif_135,motif_158,motif_18,motif_209,motif_300,motif_350,motif_360,motif_478,motif_7	0	0
1218	cosine	1218	0	1	1	1	-1	motif_158,motif_298,motif_350,motif_360,motif_387,motif_407,motif_7	0	0
1219	cosine	1234	-0.984406	0	0.836645	0.50306	444	motif_93	motif_209,motif_300,motif_93,motif_135,motif_298	motif_93
1219	cosine	1236	-0.985077	0	0.856499	0.561172	444	motif_209	motif_209,motif_300,motif_93,motif_135,motif_298	motif_209
1219	cosine	2704	-95.0263	0	0.803333	0.419894	444	motif_209	motif_209,motif_300,motif_93,motif_135,motif_298	motif_209
1219	cosine	3572	-163.038	0	0.821186	0.542473	444	motif_209,motif_93	motif_209,motif_300,motif_93,motif_135,motif_298	motif_209,motif_93
122	cosine	122	0	1	1	1	-1		0	0
1220	cosine	1220	0	1	1	1	-1	motif_135,motif_157,motif_158,motif_209,motif_300,motif_360,motif_439,motif_478,motif_93	0	0
1221	cosine	1221	0	1	1	1	-1	motif_248,motif_345,motif_414,motif_98	0	0
1223	cosine	1223	0	1	1	1	-1	motif_228	0	0
1224	cosine	1224	0	1	1	1	-1	motif_228,motif_32,motif_327,motif_39,motif_90	0	0
1225	cosine	1226	-0.00119019	0	0.711919	0.446684	984	motif_228,motif_327	motif_228,motif_327,NA,NA,NA	motif_228,motif_327
1227	cosine	1227	0	1	1	1	-1	motif_254,motif_32,motif_42,motif_447,motif_79,motif_90,motif_93	0	0
1228	cosine	1228	0	1	1	1	-1	motif_209,motif_245	0	0
1229	cosine	2036	-46.9999	0	0.683604	0.44068	644	motif_31	motif_31,motif_107,NA,NA,NA	motif_31
123	cosine	123	0	1	1	1	-1		0	0
1231	cosine	1231	0	1	1	1	-1	motif_298,motif_310,motif_407,motif_415	0	0
1232	cosine	1232	0	1	1	1	-1	motif_107,motif_245,motif_300,motif_407,motif_415	0	0
1233	cosine	1233	0	1	1	1	-1	motif_245,motif_280,motif_300,motif_425	0	0
1234	cosine	1236	-0.000671387	0	0.868807	0.447586	444	motif_300	motif_209,motif_300,motif_93,motif_135,motif_298	motif_300
1234	cosine	1507	-17.0259	0	0.801574	0.447045	444	motif_407	motif_209,motif_300,motif_93,motif_135,motif_298	
1234	cosine	2704	-94.0419	0	0.829632	0.53712	444	motif_300	motif_209,motif_300,motif_93,motif_135,motif_298	motif_300
1234	cosine	3572	-162.053	0	0.843417	0.493419	444	motif_300,motif_93	motif_209,motif_300,motif_93,motif_135,motif_298	motif_300,motif_93
1234	cosine	5381	-428.364	0	0.818457	0.48715	444	motif_300	motif_209,motif_300,motif_93,motif_135,motif_298	motif_300
1235	cosine	1237	-0.000946045	0	0.82311	0.420088	340		motif_73,motif_483,motif_191,motif_455,motif_157	
1235	cosine	1414	-11.9996	0	0.804371	0.554708	340		motif_73,motif_483,motif_191,motif_455,motif_157	
1235	cosine	1503	-17.025	0	0.80871	0.561627	340		motif_73,motif_483,motif_191,motif_455,motif_157	
1236	cosine	1492	-15.9933	0	0.806398	0.510617	444		motif_209,motif_300,motif_93,motif_135,motif_298	
1236	cosine	1493	-15.9936	0	0.821558	0.505018	444		motif_209,motif_300,motif_93,motif_135,motif_298	
1236	cosine	1507	-17.0253	0	0.836347	0.554278	444		motif_209,motif_300,motif_93,motif_135,motif_298	
1236	cosine	3572	-162.053	0	0.862231	0.506269	444	motif_209,motif_300	motif_209,motif_300,motif_93,motif_135,motif_298	motif_209,motif_300
1236	cosine	5381	-428.363	0	0.84248	0.455225	444	motif_209,motif_300	motif_209,motif_300,motif_93,motif_135,motif_298	motif_209,motif_300
1238	cosine	1710	-28.0308	0	0.811951	0.489908	792	motif_360,motif_414	motif_360,motif_414,NA,NA,NA	motif_360,motif_414
1239	cosine	1239	0	1	1	1	-1	motif_136,motif_157,motif_158,motif_18,motif_360	0	0
124	cosine	124	0	1	1	1	-1		0	0
1240	cosine	1503	-16.031	0	0.803109	0.457668	340		motif_73,motif_483,motif_191,motif_455,motif_157	
1241	cosine	1241	0	1	1	1	-1	motif_157,motif_18,motif_251,motif_281,motif_292,motif_305,motif_350	0	0
1242	cosine	1248	-0.986542	0	0.632781	0.434977	1825		NA,NA,NA,NA,NA	
1243	cosine	1243	0	1	1	1	-1	motif_281	0	0
1244	cosine	1244	0	1	1	1	-1	motif_346,motif_50	0	0
1245	cosine	1245	0	1	1	1	-1	motif_300	0	0
1246	cosine	1246	0	1	1	1	-1		0	0
1247	cosine	1247	0	1	1	1	-1		0	0
1249	cosine	1752	-28.0319	0	0.888492	0.588512	87	motif_413	motif_316,motif_158,motif_413,motif_400,motif_491	motif_413
1249	cosine	2005	-42.0476	0	0.872107	0.583301	87	motif_316,motif_413	motif_316,motif_158,motif_413,motif_400,motif_491	motif_316,motif_413
1249	cosine	2226	-56.0625	0	0.889027	0.597856	87	motif_316,motif_413	motif_316,motif_158,motif_413,motif_400,motif_491	motif_316,motif_413
1249	cosine	2757	-96.0933	0	0.887307	0.587974	87	motif_316,motif_413	motif_316,motif_158,motif_413,motif_400,motif_491	motif_316,motif_413
1249	cosine	2759	-96.0941	0	0.871337	0.496076	87	motif_316,motif_413	motif_316,motif_158,motif_413,motif_400,motif_491	motif_316,motif_413
1249	cosine	2881	-104.061	0	0.875078	0.57174	87		motif_316,motif_158,motif_413,motif_400,motif_491	
1249	cosine	2987	-112.126	0	0.898584	0.525912	87	motif_316	motif_316,motif_158,motif_413,motif_400,motif_491	motif_316
125	cosine	125	0	1	1	1	-1	motif_218,motif_415,motif_42	0	0
1250	cosine	1751	-28.0302	0	0.885509	0.613987	61	motif_341	motif_316,motif_413,motif_400,motif_297,motif_458	
1250	cosine	2006	-42.0474	0	0.865959	0.605565	61	motif_413	motif_316,motif_413,motif_400,motif_297,motif_458	motif_413
1250	cosine	2411	-70.041	0	0.866588	0.605959	61	motif_400	motif_316,motif_413,motif_400,motif_297,motif_458	motif_400
1250	cosine	2584	-82.0416	0	0.870646	0.587847	61	motif_341	motif_316,motif_413,motif_400,motif_297,motif_458	
1250	cosine	2877	-104.025	0	0.849937	0.520626	61	motif_400,motif_413	motif_316,motif_413,motif_400,motif_297,motif_458	motif_400,motif_413
1250	cosine	2933	-108.093	0	0.856905	0.595904	61	motif_400,motif_413	motif_316,motif_413,motif_400,motif_297,motif_458	motif_400,motif_413
1250	cosine	2986	-112.124	0	0.87899	0.603022	61	motif_400,motif_413	motif_316,motif_413,motif_400,motif_297,motif_458	motif_400,motif_413
1250	cosine	3004	-114.031	0	0.863602	0.554588	61	motif_400,motif_413	motif_316,motif_413,motif_400,motif_297,motif_458	motif_400,motif_413
1250	cosine	3350	-142.098	0	0.869013	0.587752	61	motif_413	motif_316,motif_413,motif_400,motif_297,motif_458	motif_413
1250	cosine	3511	-154.134	0	0.851656	0.54344	61	motif_400,motif_413	motif_316,motif_413,motif_400,motif_297,motif_458	motif_400,motif_413
1251	cosine	1251	0	1	1	1	-1	motif_117,motif_135,motif_18,motif_206,motif_269,motif_305,motif_345,motif_350,motif_360,motif_81	0	0
1252	cosine	1252	0	1	1	1	-1	motif_157,motif_190,motif_235,motif_414,motif_93	0	0
1253	cosine	1253	0	1	1	1	-1	motif_189,motif_346	0	0
1254	cosine	1254	0	1	1	1	-1	motif_135,motif_158,motif_344,motif_360	0	0
1255	cosine	1502	-14.0142	0	0.774231	0.456387	1896	motif_135	motif_135,NA,NA,NA,NA	motif_135
1256	cosine	1256	0	1	1	1	-1	motif_343	0	0
1257	cosine	1257	0	1	1	1	-1	motif_135,motif_158,motif_360,motif_480	0	0
1258	cosine	1258	0	1	1	1	-1	motif_157,motif_18,motif_248	0	0
1259	cosine	1260	-0.00012207	0	0.766031	0.436064	30		motif_415,motif_169,motif_209,motif_342,NA	
126	cosine	126	0	1	1	1	-1	motif_31	0	0
1261	cosine	1261	0	1	1	1	-1	motif_415	0	0
1263	cosine	1263	0	1	1	1	-1	motif_344,motif_415	0	0
1264	cosine	1286	-2.01547	0	0.761695	0.405461	53	motif_415	motif_280,motif_158,motif_360,motif_135,motif_19	
1265	cosine	2742	-92.1902	0	0.592463	0.409359	34		motif_187,motif_360,motif_444,motif_129,motif_230	
1266	cosine	1266	0	1	1	1	-1		0	0
1268	cosine	1268	0	1	1	1	-1	motif_135,motif_157,motif_251,motif_325	0	0
1269	cosine	1269	0	1	1	1	-1		0	0
127	cosine	127	0	1	1	1	-1	motif_492	0	0
1271	cosine	1589	-18.0478	0	0.741429	0.649356	952	motif_132,motif_149,motif_157,motif_393,motif_458,motif_491	motif_458,motif_132,motif_149,motif_476,motif_491	motif_132,motif_149,motif_458,motif_491
1272	cosine	1272	0	1	1	1	-1	motif_247	0	0
1273	cosine	1274	-0.000213623	0	0.746218	0.565657	189	motif_350	motif_157,motif_350,motif_415,motif_93,NA	motif_350
1273	cosine	1279	-0.0351562	0	0.693637	0.564417	189	motif_157,motif_415	motif_157,motif_350,motif_415,motif_93,NA	motif_157,motif_415
1273	cosine	1283	-0.0379639	0	0.68957	0.506823	189		motif_157,motif_350,motif_415,motif_93,NA	
1275	cosine	1275	0	1	1	1	-1	motif_247	0	0
1276	cosine	1276	0	1	1	1	-1	motif_160,motif_247	0	0
1277	cosine	1277	0	1	1	1	-1		0	0
1278	cosine	1279	0	0	0.693158	0.481114	189	motif_93	motif_157,motif_350,motif_415,motif_93,NA	motif_93
128	cosine	131	-0.000244141	0	0.668221	0.607685	70	motif_176,motif_415	motif_415,motif_170,motif_343,motif_400,motif_413	motif_415
1280	cosine	1280	0	1	1	1	-1	motif_104,motif_157,motif_160,motif_18,motif_292,motif_305,motif_342,motif_455,motif_93	0	0
1281	cosine	1281	0	1	1	1	-1	motif_415,motif_425	0	0
1282	cosine	1282	0	1	1	1	-1	motif_18,motif_217,motif_84	0	0
1284	cosine	1284	0	1	1	1	-1	motif_280	0	0
1285	cosine	1285	0	1	1	1	-1		0	0
1286	cosine	1584	-17.0256	0	0.761274	0.498248	53	motif_19,motif_280	motif_280,motif_158,motif_360,motif_135,motif_19	motif_19,motif_280
1288	cosine	1288	0	1	1	1	-1	motif_132,motif_149,motif_18,motif_218,motif_221,motif_323,motif_325,motif_73	0	0
1289	cosine	1289	0	1	1	1	-1		0	0
129	cosine	129	0	1	1	1	-1	motif_217,motif_264,motif_492	0	0
1290	cosine	1291	-0.00415039	0	0.710932	0.50119	765		motif_17,motif_157,motif_105,motif_15,motif_350	
1293	cosine	1546	-13.9715	0	0.658908	0.504875	45	motif_157	motif_190,motif_218,motif_280,motif_19,motif_342	
1293	cosine	1911	-32.063	0	0.645002	0.503	45	motif_280,motif_342	motif_190,motif_218,motif_280,motif_19,motif_342	motif_280,motif_342
1294	cosine	2833	-96.0568	0	0.526331	0.402294	2123	motif_11	motif_11,NA,NA,NA,NA	motif_11
1295	cosine	1549	-14.0161	0	0.858065	0.569297	55	motif_170,motif_78	motif_78,motif_199,motif_427,motif_44,motif_255	motif_78
1295	cosine	2523	-74.0371	0	0.815041	0.5757	55	motif_78	motif_78,motif_199,motif_427,motif_44,motif_255	motif_78
1295	cosine	2972	-106.026	0	0.810798	0.453792	55	motif_427	motif_78,motif_199,motif_427,motif_44,motif_255	motif_427
1295	cosine	3309	-134.06	0	0.837285	0.454257	55	motif_78	motif_78,motif_199,motif_427,motif_44,motif_255	motif_78
1296	cosine	1296	0	1	1	1	-1	motif_32,motif_393,motif_469	0	0
1298	cosine	1298	0	1	1	1	-1	motif_11,motif_13,motif_160,motif_191,motif_194,motif_345,motif_387,motif_455	0	0
1299	cosine	1299	0	1	1	1	-1	motif_11,motif_157,motif_160,motif_191,motif_350	0	0
13	cosine	13	0	1	1	1	-1	motif_17	0	0
130	cosine	130	0	1	1	1	-1	motif_107,motif_343,motif_492	0	0
1300	cosine	1307	-0.000457764	0	0.824951	0.543668	597		motif_157,motif_264,motif_291,motif_362,motif_84	
1300	cosine	1312	-0.000732422	0	0.850926	0.589177	597		motif_157,motif_264,motif_291,motif_362,motif_84	
1300	cosine	1362	-2.01562	0	0.81915	0.574179	597	motif_157	motif_157,motif_264,motif_291,motif_362,motif_84	motif_157
