"Document","Motif","Probability","Overlap Score","Precursor Mass","Retention Time","Document Annotation"
"document_582","motif_415","0.142","0.947","401.3403","None","None"
"document_1847","motif_350","0.171","0.947","483.3816","None","None"
"document_5421","motif_391","0.909","0.947","898.7646","None","None"
"document_589","motif_32","0.020","0.948","403.1727","None","None"
"document_4330","motif_350","0.025","0.948","669.5413","None","None"
"document_962","motif_350","0.032","0.948","429.4055","None","None"
"document_1069","motif_415","0.033","0.948","439.3563","None","None"
"document_882","motif_350","0.051","0.948","425.3759","None","None"
"document_3158","motif_413","0.054","0.948","576.4236","None","None"
"document_3033","motif_350","0.055","0.948","565.4706","None","None"
"document_3080","motif_162","0.064","0.948","570.2700","None","None"
"document_1561","motif_415","0.067","0.948","469.3660","None","None"
"document_5197","motif_316","0.068","0.948","808.3529","None","None"
"document_1816","motif_32","0.076","0.948","481.3632","None","None"
"document_4885","motif_162","0.089","0.948","742.3429","None","None"
"document_995","motif_413","0.095","0.948","433.2205","None","None"
"document_1921","motif_415","0.135","0.948","487.3420","None","None"
"document_4731","motif_162","0.148","0.948","714.3489","None","None"
"document_685","motif_316","0.158","0.948","411.2519","None","None"
"document_2812","motif_350","0.251","0.948","549.4279","None","None"
"document_956","motif_415","0.329","0.948","429.3714","None","None"
"document_2688","motif_467","0.612","0.948","539.2999","None","None"
"document_2580","motif_121","0.725","0.948","532.2888","None","None"
"document_4331","motif_350","0.025","0.949","669.5429","None","None"
"document_1581","motif_350","0.027","0.949","470.3883","None","None"
"document_4352","motif_162","0.030","0.949","672.3019","None","None"
"document_856","motif_350","0.030","0.949","423.3971","None","None"
"document_1212","motif_350","0.031","0.949","446.3963","None","None"
"document_1103","motif_415","0.034","0.949","441.3711","None","None"
"document_4849","motif_413","0.047","0.949","734.3366","None","None"
"document_1592","motif_415","0.057","0.949","471.3444","None","None"
"document_4885","motif_316","0.057","0.949","742.3429","None","None"
"document_330","motif_350","0.063","0.949","367.3369","None","None"
"document_2047","motif_413","0.066","0.949","495.2354","None","None"
"document_1161","motif_415","0.084","0.949","443.3860","None","None"
"document_1315","motif_415","0.090","0.949","455.3511","None","None"
"document_3108","motif_162","0.093","0.949","572.3228","None","None"
"document_2849","motif_350","0.100","0.949","551.4806","None","None"
"document_1297","motif_350","0.101","0.949","455.3496","None","None"
"document_2871","motif_316","0.107","0.949","553.2785","None","None"
"document_2449","motif_316","0.111","0.949","522.2682","None","None"
"document_2769","motif_316","0.127","0.949","547.2678","None","None"
"document_760","motif_415","0.138","0.949","415.3552","None","None"
"document_2526","motif_413","0.147","0.949","529.3152","None","None"
"document_3249","motif_316","0.148","0.949","584.3559","None","None"
"document_489","motif_413","0.266","0.949","390.2267","None","None"
"document_2702","motif_413","0.301","0.949","541.3152","None","None"
"document_928","motif_216","0.377","0.949","427.3921","None","None"
"document_3791","motif_216","0.674","0.949","626.5159","None","None"
"document_3797","motif_381","0.980","0.949","627.4226","None","None"
"document_2570","motif_381","1.000","0.949","531.4026","None","None"
"document_4365","motif_381","1.000","0.949","672.4821","None","None"
"document_455","motif_350","0.015","0.950","385.3439","None","None"
"document_1960","motif_162","0.023","0.950","490.2784","None","None"
"document_3230","motif_350","0.024","0.950","582.4871","None","None"
"document_1432","motif_350","0.025","0.950","460.3776","None","None"
"document_3004","motif_162","0.026","0.950","564.2791","None","None"
"document_2329","motif_413","0.035","0.950","515.2632","None","None"
"document_1634","motif_162","0.043","0.950","473.2527","None","None"
"document_2178","motif_415","0.048","0.950","503.4086","None","None"
"document_1214","motif_350","0.053","0.950","446.3968","None","None"
"document_3856","motif_467","0.053","0.950","632.3068","None","None"
"document_2407","motif_350","0.084","0.950","519.4185","None","None"
"document_1541","motif_32","0.097","0.950","467.3873","None","None"
"document_355","motif_316","0.098","0.950","373.1997","None","None"
"document_4398","motif_162","0.101","0.950","675.2784","None","None"
"document_890","motif_350","0.105","0.950","425.3771","None","None"
"document_356","motif_316","0.106","0.950","373.1997","None","None"
"document_4671","motif_350","0.157","0.950","704.6083","None","None"
"document_2703","motif_467","0.158","0.950","541.3171","None","None"
"document_2914","motif_350","0.167","0.950","556.4412","None","None"
"document_952","motif_415","0.168","0.950","429.3709","None","None"
"document_2447","motif_162","0.171","0.950","522.2661","None","None"
"document_455","motif_248","0.172","0.950","385.3439","None","None"
"document_2240","motif_316","0.196","0.950","507.3097","None","None"
"document_926","motif_248","0.196","0.950","427.3914","None","None"
"document_3104","motif_413","0.221","0.950","572.2862","None","None"
"document_3049","motif_467","0.690","0.950","567.3294","None","None"
"document_3783","motif_31","0.975","0.950","626.4383","None","None"
"document_1085","motif_348","0.985","0.950","440.3693","None","None"
"document_3758","motif_350","0.011","0.951","624.4955","None","None"
"document_4182","motif_350","0.013","0.951","656.5007","None","None"
"document_903","motif_350","0.013","0.951","426.4298","None","None"
"document_355","motif_400","0.015","0.951","373.1997","None","None"
"document_3462","motif_350","0.025","0.951","600.4968","None","None"
"document_2387","motif_350","0.029","0.951","518.4176","None","None"
"document_4914","motif_350","0.029","0.951","747.6302","None","None"
"document_2991","motif_413","0.046","0.951","563.2626","None","None"
"document_4169","motif_413","0.057","0.951","656.3077","None","None"
"document_577","motif_413","0.064","0.951","401.2315","None","None"
"document_3455","motif_162","0.082","0.951","600.3507","None","None"
"document_3469","motif_413","0.117","0.951","601.2783","None","None"
"document_2778","motif_350","0.127","0.951","547.4465","None","None"
"document_2210","motif_316","0.246","0.951","505.2572","None","None"
"document_5554","motif_413","0.690","0.951","962.5264","None","None"
"document_3670","motif_162","0.012","0.952","616.3478","None","None"
"document_1273","motif_350","0.013","0.952","453.3350","None","None"
"document_4920","motif_413","0.016","0.952","748.3330","None","None"
"document_4381","motif_413","0.054","0.952","674.3182","None","None"
"document_3345","motif_413","0.063","0.952","592.3113","None","None"
"document_5198","motif_162","0.073","0.952","808.3553","None","None"
"document_3859","motif_162","0.079","0.952","632.3417","None","None"
"document_357","motif_316","0.114","0.952","373.1998","None","None"
"document_5116","motif_162","0.130","0.952","790.3422","None","None"
"document_564","motif_350","0.134","0.952","399.3256","None","None"
"document_3733","motif_162","0.141","0.952","622.3586","None","None"
"document_2913","motif_350","0.167","0.952","556.4378","None","None"
"document_5389","motif_413","0.168","0.952","882.6059","None","None"
"document_664","motif_169","0.321","0.952","409.3789","None","None"
"document_2498","motif_415","0.338","0.952","525.5238","None","None"
"document_4023","motif_413","0.385","0.952","644.3205","None","None"
"document_261","motif_400","0.872","0.952","355.1893","None","None"
"document_3628","motif_162","0.023","0.953","614.2965","None","None"
"document_699","motif_350","0.034","0.953","411.3609","None","None"
"document_3776","motif_350","0.044","0.953","625.5259","None","None"
"document_601","motif_350","0.044","0.953","403.3216","None","None"
"document_1961","motif_413","0.076","0.953","490.2789","None","None"
"document_4573","motif_413","0.100","0.953","694.3216","None","None"
"document_3859","motif_458","0.179","0.953","632.3417","None","None"
"document_1115","motif_207","0.215","0.953","441.3719","None","None"
"document_1573","motif_350","0.215","0.953","469.4030","None","None"
"document_3336","motif_350","0.231","0.953","591.4721","None","None"
"document_259","motif_400","0.938","0.953","355.1892","None","None"
"document_4274","motif_413","0.032","0.954","664.3304","None","None"
"document_2207","motif_350","0.047","0.954","504.4379","None","None"
"document_2249","motif_350","0.051","0.954","508.3968","None","None"
"document_1960","motif_413","0.067","0.954","490.2784","None","None"
"document_3515","motif_162","0.072","0.954","604.4564","None","None"
"document_4381","motif_162","0.084","0.954","674.3182","None","None"
"document_1103","motif_248","0.093","0.954","441.3711","None","None"
"document_4355","motif_162","0.112","0.954","672.3356","None","None"
"document_1535","motif_248","0.114","0.954","467.3825","None","None"
"document_1877","motif_413","0.122","0.954","485.3243","None","None"
"document_1536","motif_350","0.128","0.954","467.3855","None","None"
"document_3025","motif_316","0.138","0.954","565.3140","None","None"
"document_1962","motif_162","0.149","0.954","490.2790","None","None"
"document_5228","motif_350","0.159","0.954","816.5988","None","None"
"document_2935","motif_316","0.198","0.954","558.3414","None","None"
"document_1877","motif_316","0.221","0.954","485.3243","None","None"
"document_1961","motif_316","0.292","0.954","490.2789","None","None"
"document_3512","motif_413","0.427","0.954","604.4552","None","None"
"document_4606","motif_350","0.016","0.955","698.1015","None","None"
"document_2043","motif_350","0.041","0.955","494.4190","None","None"
"document_5063","motif_413","0.051","0.955","776.3799","None","None"
"document_1898","motif_350","0.055","0.955","486.4025","None","None"
"document_2799","motif_350","0.079","0.955","548.4275","None","None"
"document_3388","motif_162","0.081","0.955","596.3566","None","None"
"document_1593","motif_415","0.095","0.955","471.3445","None","None"
"document_4274","motif_162","0.105","0.955","664.3304","None","None"
"document_343","motif_32","0.114","0.955","371.1845","None","None"
"document_4228","motif_162","0.115","0.955","659.2893","None","None"
"document_725","motif_350","0.117","0.955","413.3403","None","None"
"document_4984","motif_162","0.128","0.955","762.3120","None","None"
"document_365","motif_413","0.153","0.955","373.2004","None","None"
"document_672","motif_248","0.155","0.955","409.3827","None","None"
"document_3513","motif_467","0.161","0.955","604.4556","None","None"
"document_358","motif_413","0.162","0.955","373.1999","None","None"
"document_3032","motif_350","0.275","0.955","565.4612","None","None"
"document_2686","motif_467","0.457","0.955","539.2992","None","None"
"document_3787","motif_216","0.791","0.955","626.5118","None","None"
"document_4166","motif_381","0.948","0.955","655.4537","None","None"
"document_3138","motif_350","0.016","0.956","574.4470","None","None"
"document_3420","motif_413","0.025","0.956","598.3380","None","None"
"document_4956","motif_162","0.028","0.956","754.3440","None","None"
"document_4692","motif_413","0.030","0.956","708.4818","None","None"
"document_3859","motif_413","0.039","0.956","632.3417","None","None"
"document_3993","motif_162","0.045","0.956","642.3257","None","None"
"document_1730","motif_350","0.052","0.956","476.4076","None","None"
"document_939","motif_350","0.088","0.956","428.3932","None","None"
"document_4512","motif_162","0.102","0.956","686.3190","None","None"
"document_4806","motif_162","0.111","0.956","728.3272","None","None"
"document_345","motif_32","0.165","0.956","371.1846","None","None"
"document_275","motif_32","0.176","0.956","357.2052","None","None"
"document_3549","motif_350","0.203","0.956","607.4634","None","None"
"document_3349","motif_162","0.010","0.957","592.3459","None","None"
"document_2100","motif_32","0.021","0.957","499.3776","None","None"
"document_1961","motif_162","0.023","0.957","490.2789","None","None"
"document_4986","motif_162","0.030","0.957","762.3707","None","None"
"document_1325","motif_350","0.036","0.957","455.3861","None","None"
"document_3414","motif_162","0.052","0.957","598.2643","None","None"
"document_3417","motif_413","0.081","0.957","598.2995","None","None"
"document_4714","motif_316","0.088","0.957","712.3326","None","None"
"document_4382","motif_162","0.112","0.957","674.3200","None","None"
"document_1020","motif_316","0.181","0.957","435.2152","None","None"
"document_3456","motif_162","0.185","0.957","600.3532","None","None"
"document_3458","motif_162","0.186","0.957","600.3704","None","None"
"document_3443","motif_162","0.230","0.957","599.3679","None","None"
"document_2781","motif_169","0.331","0.957","547.4505","None","None"
"document_4675","motif_207","0.401","0.957","706.0989","None","None"
"document_2245","motif_316","0.406","0.957","508.2891","None","None"
"document_3624","motif_257","0.999","0.957","614.2938","None","None"
"document_1750","motif_248","0.040","0.958","477.4116","None","None"
"document_998","motif_162","0.040","0.958","433.2210","None","None"
"document_3602","motif_413","0.051","0.958","612.3149","None","None"
"document_3666","motif_162","0.052","0.958","616.3430","None","None"
"document_3386","motif_162","0.056","0.958","596.3058","None","None"
"document_4198","motif_350","0.057","0.958","657.4875","None","None"
"document_2933","motif_413","0.073","0.958","558.3408","None","None"
"document_1296","motif_32","0.081","0.958","455.3156","None","None"
"document_4834","motif_413","0.107","0.958","732.3573","None","None"
"document_2429","motif_350","0.125","0.958","520.4329","None","None"
"document_1634","motif_413","0.165","0.958","473.2527","None","None"
"document_1204","motif_248","0.172","0.958","445.4011","None","None"
"document_2479","motif_350","0.199","0.958","523.4109","None","None"
"document_2442","motif_350","0.257","0.958","521.3970","None","None"
"document_2172","motif_341","0.275","0.958","503.2620","None","None"
"document_879","motif_350","0.041","0.959","425.3759","None","None"
"document_1908","motif_248","0.051","0.959","486.4302","None","None"
"document_1041","motif_350","0.056","0.959","437.3739","None","None"
"document_5043","motif_32","0.059","0.959","774.2953","None","None"
"document_1465","motif_360","0.074","0.959","462.3898","None","None"
"document_1169","motif_350","0.081","0.959","443.4021","None","None"
"document_685","motif_162","0.116","0.959","411.2519","None","None"
"document_2675","motif_413","0.124","0.959","538.3023","None","None"
"document_4142","motif_162","0.131","0.959","654.3101","None","None"
"document_1249","motif_316","0.155","0.959","450.2475","None","None"
"document_2933","motif_162","0.165","0.959","558.3408","None","None"
"document_1572","motif_350","0.187","0.959","469.4027","None","None"
"document_2908","motif_162","0.229","0.959","556.3259","None","None"
"document_2750","motif_169","0.345","0.959","545.4389","None","None"
"document_644","motif_414","1.000","0.959","408.2186","None","None"
"document_4562","motif_162","0.012","0.960","692.3275","None","None"
"document_893","motif_350","0.012","0.960","425.3774","None","None"
"document_2495","motif_162","0.014","0.960","525.3200","None","None"
"document_4731","motif_413","0.015","0.960","714.3489","None","None"
"document_3414","motif_413","0.024","0.960","598.2643","None","None"
"document_2331","motif_413","0.031","0.960","515.2640","None","None"
"document_2968","motif_350","0.042","0.960","560.4307","None","None"
"document_848","motif_350","0.049","0.960","423.3623","None","None"
"document_3027","motif_350","0.050","0.960","565.4245","None","None"
"document_4591","motif_162","0.061","0.960","696.3199","None","None"
"document_2819","motif_341","0.070","0.960","550.2996","None","None"
"document_5243","motif_162","0.073","0.960","822.3684","None","None"
"document_3515","motif_413","0.077","0.960","604.4564","None","None"
"document_1443","motif_350","0.092","0.960","460.4126","None","None"
"document_4629","motif_162","0.127","0.960","700.3340","None","None"
"document_428","motif_413","0.131","0.960","383.2206","None","None"
"document_4574","motif_162","0.132","0.960","694.3220","None","None"
"document_4503","motif_162","0.186","0.960","685.3091","None","None"
"document_3420","motif_162","0.195","0.960","598.3380","None","None"
"document_3108","motif_316","0.303","0.960","572.3228","None","None"
"document_2005","motif_413","0.333","0.960","492.2951","None","None"
"document_3132","motif_316","0.449","0.960","574.3719","None","None"
"document_2860","motif_350","0.023","0.961","552.4417","None","None"
"document_1635","motif_162","0.024","0.961","473.2536","None","None"
"document_401","motif_350","0.027","0.961","378.3357","None","None"
"document_2613","motif_413","0.040","0.961","534.3050","None","None"
"document_1789","motif_415","0.044","0.961","479.3719","None","None"
"document_1529","motif_162","0.066","0.961","467.3138","None","None"
"document_3460","motif_350","0.068","0.961","600.4901","None","None"
"document_1401","motif_360","0.089","0.961","458.4348","None","None"
"document_361","motif_413","0.093","0.961","373.2000","None","None"
"document_2759","motif_413","0.103","0.961","546.3416","None","None"
"document_3193","motif_316","0.106","0.961","580.3116","None","None"
"document_2835","motif_413","0.123","0.961","551.2999","None","None"
"document_257","motif_32","0.125","0.961","355.1891","None","None"
"document_3606","motif_350","0.127","0.961","612.4614","None","None"
"document_3608","motif_350","0.127","0.961","612.4638","None","None"
"document_4127","motif_413","0.128","0.961","652.3473","None","None"
"document_2072","motif_316","0.129","0.961","497.2885","None","None"
"document_481","motif_32","0.134","0.961","389.1935","None","None"
"document_2308","motif_413","0.151","0.961","513.3571","None","None"
"document_360","motif_32","0.151","0.961","373.1999","None","None"
"document_284","motif_32","0.162","0.961","359.2202","None","None"
"document_359","motif_32","0.171","0.961","373.1999","None","None"
"document_3050","motif_316","0.176","0.961","567.3298","None","None"
"document_2745","motif_413","0.258","0.961","545.3456","None","None"
"document_5013","motif_413","0.326","0.961","766.3320","None","None"
"document_2987","motif_467","0.695","0.961","562.3732","None","None"
"document_444","motif_350","0.042","0.962","383.3305","None","None"
"document_1677","motif_350","0.045","0.962","474.3913","None","None"
"document_4635","motif_350","0.063","0.962","700.5197","None","None"
"document_4636","motif_350","0.063","0.962","700.5199","None","None"
"document_948","motif_350","0.067","0.962","429.3706","None","None"
"document_3192","motif_162","0.079","0.962","580.3101","None","None"
"document_1305","motif_415","0.081","0.962","455.3506","None","None"
"document_2031","motif_360","0.081","0.962","492.4393","None","None"
"document_1472","motif_360","0.083","0.962","462.3916","None","None"
"document_361","motif_32","0.097","0.962","373.2000","None","None"
"document_5180","motif_316","0.112","0.962","804.3727","None","None"
"document_1752","motif_162","0.118","0.962","478.2794","None","None"
"document_1212","motif_360","0.127","0.962","446.3963","None","None"
"document_3534","motif_350","0.129","0.962","606.4769","None","None"
"document_1254","motif_360","0.138","0.962","450.3916","None","None"
"document_1697","motif_413","0.139","0.962","475.2760","None","None"
"document_1680","motif_360","0.144","0.962","474.3921","None","None"
"document_4630","motif_162","0.144","0.962","700.3376","None","None"
"document_1452","motif_413","0.149","0.962","461.2522","None","None"
"document_1584","motif_360","0.152","0.962","470.4909","None","None"
"document_3248","motif_316","0.164","0.962","584.3548","None","None"
"document_1360","motif_415","0.199","0.962","457.3652","None","None"
"document_725","motif_415","0.211","0.962","413.3403","None","None"
"document_276","motif_32","0.263","0.962","357.2054","None","None"
"document_2864","motif_415","0.286","0.962","552.4981","None","None"
"document_3002","motif_162","0.352","0.962","564.2788","None","None"
"document_359","motif_400","0.013","0.963","373.1999","None","None"
"document_360","motif_400","0.013","0.963","373.1999","None","None"
"document_2939","motif_350","0.015","0.963","558.4498","None","None"
"document_2602","motif_350","0.020","0.963","532.4335","None","None"
"document_1123","motif_350","0.023","0.963","441.3740","None","None"
"document_1327","motif_350","0.024","0.963","455.3862","None","None"
"document_2361","motif_360","0.026","0.963","516.4040","None","None"
"document_409","motif_360","0.033","0.963","380.2419","None","None"
"document_2821","motif_413","0.045","0.963","550.3005","None","None"
"document_633","motif_350","0.045","0.963","407.3650","None","None"
"document_3859","motif_316","0.047","0.963","632.3417","None","None"
"document_2854","motif_413","0.050","0.963","552.3131","None","None"
"document_2457","motif_360","0.055","0.963","522.3771","None","None"
"document_1991","motif_360","0.056","0.963","490.4233","None","None"
"document_4561","motif_413","0.077","0.963","692.3258","None","None"
"document_2651","motif_350","0.082","0.963","536.4296","None","None"
"document_4570","motif_413","0.090","0.963","693.2957","None","None"
"document_1892","motif_360","0.093","0.963","486.3546","None","None"
"document_4361","motif_162","0.096","0.963","672.3498","None","None"
"document_238","motif_360","0.098","0.963","350.2315","None","None"
"document_1102","motif_415","0.101","0.963","441.3711","None","None"
"document_3388","motif_413","0.102","0.963","596.3566","None","None"
"document_2190","motif_360","0.109","0.963","504.3666","None","None"
"document_3853","motif_413","0.116","0.963","632.3054","None","None"
"document_1684","motif_360","0.119","0.963","474.3925","None","None"
"document_989","motif_360","0.119","0.963","432.3821","None","None"
"document_1207","motif_360","0.124","0.963","446.3609","None","None"
"document_2777","motif_350","0.129","0.963","547.4449","None","None"
"document_2908","motif_413","0.145","0.963","556.3259","None","None"
"document_958","motif_415","0.154","0.963","429.3719","None","None"
"document_2686","motif_316","0.182","0.963","539.2992","None","None"
"document_4430","motif_162","0.188","0.963","678.3037","None","None"
"document_3025","motif_413","0.548","0.963","565.3140","None","None"
"document_612","motif_413","0.013","0.964","405.1898","None","None"
"document_1582","motif_360","0.020","0.964","470.3966","None","None"
"document_4511","motif_413","0.032","0.964","686.3171","None","None"
"document_452","motif_360","0.052","0.964","384.3827","None","None"
"document_1091","motif_360","0.063","0.964","440.4446","None","None"
"document_3721","motif_350","0.063","0.964","620.4636","None","None"
"document_2245","motif_413","0.071","0.964","508.2891","None","None"
"document_3770","motif_162","0.081","0.964","625.2998","None","None"
"document_1390","motif_360","0.091","0.964","458.3968","None","None"
"document_3058","motif_162","0.094","0.964","568.3247","None","None"
"document_1393","motif_360","0.108","0.964","458.3973","None","None"
"document_274","motif_32","0.121","0.964","357.2049","None","None"
"document_2449","motif_413","0.124","0.964","522.2682","None","None"
"document_1443","motif_360","0.133","0.964","460.4126","None","None"
"document_1677","motif_360","0.146","0.964","474.3913","None","None"
"document_1415","motif_415","0.150","0.964","459.3819","None","None"
"document_1163","motif_415","0.184","0.964","443.3861","None","None"
"document_1985","motif_360","0.187","0.964","490.3880","None","None"
"document_2048","motif_413","0.188","0.964","495.2354","None","None"
"document_1147","motif_360","0.189","0.964","442.4596","None","None"
"document_2411","motif_162","0.214","0.964","520.2890","None","None"
"document_2448","motif_316","0.228","0.964","522.2679","None","None"
"document_2250","motif_360","0.011","0.965","508.3970","None","None"
"document_3920","motif_413","0.011","0.965","637.2997","None","None"
"document_4630","motif_413","0.021","0.965","700.3376","None","None"
"document_914","motif_350","0.024","0.965","427.3561","None","None"
"document_1968","motif_360","0.029","0.965","490.3853","None","None"
"document_1769","motif_350","0.033","0.965","478.4183","None","None"
"document_5046","motif_413","0.036","0.965","774.3687","None","None"
"document_1710","motif_360","0.039","0.965","476.3710","None","None"
"document_451","motif_360","0.040","0.965","384.3824","None","None"
"document_1733","motif_360","0.044","0.965","476.4077","None","None"
"document_1211","motif_360","0.049","0.965","446.3952","None","None"
"document_715","motif_360","0.052","0.965","412.4128","None","None"
"document_891","motif_248","0.059","0.965","425.3771","None","None"
"document_1523","motif_360","0.061","0.965","465.4107","None","None"
"document_1970","motif_360","0.068","0.965","490.3864","None","None"
"document_3318","motif_350","0.069","0.965","589.4514","None","None"
"document_151","motif_360","0.072","0.965","322.2730","None","None"
"document_3511","motif_413","0.077","0.965","604.3820","None","None"
"document_2212","motif_413","0.084","0.965","505.2939","None","None"
"document_1162","motif_350","0.096","0.965","443.3861","None","None"
"document_1651","motif_415","0.097","0.965","473.3622","None","None"
"document_1775","motif_360","0.097","0.965","478.4231","None","None"
"document_2198","motif_360","0.112","0.965","504.4011","None","None"
"document_1075","motif_415","0.121","0.965","439.3573","None","None"
"document_1173","motif_360","0.132","0.965","444.3829","None","None"
"document_4068","motif_350","0.132","0.965","647.5550","None","None"
"document_1222","motif_360","0.136","0.965","446.4347","None","None"
"document_1216","motif_360","0.150","0.965","446.3971","None","None"
"document_4376","motif_316","0.172","0.965","674.3144","None","None"
"document_1984","motif_360","0.179","0.965","490.3879","None","None"
"document_1940","motif_360","0.189","0.965","488.3727","None","None"
"document_2050","motif_413","0.202","0.965","495.2361","None","None"
"document_1016","motif_360","0.219","0.965","434.3613","None","None"
"document_3456","motif_316","0.257","0.965","600.3532","None","None"
"document_2748","motif_350","0.307","0.965","545.4338","None","None"
"document_3350","motif_413","0.010","0.966","592.3460","None","None"
"document_1179","motif_360","0.014","0.966","444.4176","None","None"
"document_2428","motif_350","0.020","0.966","520.4320","None","None"
"document_1386","motif_350","0.022","0.966","458.3963","None","None"
"document_5069","motif_413","0.029","0.966","778.3438","None","None"
"document_3063","motif_350","0.033","0.966","568.4710","None","None"
"document_650","motif_360","0.033","0.966","408.3840","None","None"
"document_3347","motif_413","0.039","0.966","592.3115","None","None"
"document_998","motif_413","0.039","0.966","433.2210","None","None"
"document_2040","motif_360","0.043","0.966","494.4178","None","None"
"document_1208","motif_360","0.045","0.966","446.3630","None","None"
"document_337","motif_360","0.051","0.966","370.2936","None","None"
"document_3993","motif_413","0.053","0.966","642.3257","None","None"
"document_4647","motif_360","0.066","0.966","702.5030","None","None"
"document_236","motif_360","0.069","0.966","350.2310","None","None"
"document_342","motif_360","0.069","0.966","370.3665","None","None"
"document_4194","motif_413","0.069","0.966","657.3255","None","None"
"document_556","motif_360","0.070","0.966","398.4000","None","None"
"document_808","motif_415","0.071","0.966","419.3150","None","None"
"document_3672","motif_350","0.085","0.966","616.4904","None","None"
"document_1365","motif_415","0.086","0.966","457.3661","None","None"
"document_4631","motif_162","0.086","0.966","700.3517","None","None"
"document_1963","motif_413","0.087","0.966","490.2792","None","None"
"document_1935","motif_360","0.092","0.966","488.3700","None","None"
"document_1777","motif_360","0.095","0.966","478.4240","None","None"
"document_2421","motif_360","0.112","0.966","520.3981","None","None"
"document_1157","motif_350","0.113","0.966","443.3847","None","None"
"document_2331","motif_162","0.113","0.966","515.2640","None","None"
"document_2350","motif_413","0.129","0.966","516.3308","None","None"
"document_1015","motif_360","0.134","0.966","434.3610","None","None"
"document_373","motif_360","0.134","0.966","374.3253","None","None"
"document_1726","motif_360","0.139","0.966","476.4072","None","None"
"document_2692","motif_162","0.146","0.966","540.3260","None","None"
"document_575","motif_413","0.150","0.966","401.2307","None","None"
"document_1219","motif_360","0.167","0.966","446.3976","None","None"
"document_3198","motif_350","0.190","0.966","580.4577","None","None"
"document_1232","motif_415","0.222","0.966","447.3811","None","None"
"document_1167","motif_415","0.223","0.966","443.3876","None","None"
"document_1286","motif_415","0.234","0.966","453.4653","None","None"
"document_3458","motif_316","0.257","0.966","600.3704","None","None"
"document_5198","motif_413","0.013","0.967","808.3553","None","None"
"document_2224","motif_360","0.014","0.967","506.2751","None","None"
"document_1265","motif_360","0.019","0.967","452.2998","None","None"
"document_836","motif_350","0.027","0.967","423.3603","None","None"
"document_1119","motif_350","0.028","0.967","441.3724","None","None"
"document_1541","motif_350","0.049","0.967","467.3873","None","None"
"document_2123","motif_360","0.050","0.967","500.4092","None","None"
"document_2020","motif_360","0.055","0.967","492.4026","None","None"
"document_1506","motif_360","0.057","0.967","464.4080","None","None"
"document_2877","motif_413","0.063","0.967","554.2731","None","None"
"document_1936","motif_360","0.079","0.967","488.3702","None","None"
"document_3634","motif_162","0.086","0.967","614.3005","None","None"
"document_1959","motif_413","0.088","0.967","490.2783","None","None"
"document_3554","motif_316","0.093","0.967","608.3059","None","None"
"document_1126","motif_350","0.100","0.967","441.4066","None","None"
"document_5233","motif_162","0.105","0.967","820.3536","None","None"
"document_1413","motif_415","0.132","0.967","459.3816","None","None"
"document_1774","motif_360","0.135","0.967","478.4230","None","None"
"document_1438","motif_360","0.156","0.967","460.4107","None","None"
"document_1683","motif_360","0.157","0.967","474.3923","None","None"
"document_1066","motif_350","0.169","0.967","439.3559","None","None"
"document_1114","motif_415","0.172","0.967","441.3717","None","None"
"document_1240","motif_360","0.181","0.967","448.3761","None","None"
"document_3005","motif_413","0.245","0.967","564.2941","None","None"
"document_1571","motif_350","0.261","0.967","469.4025","None","None"
"document_742","motif_360","0.272","0.967","414.4292","None","None"
"document_2405","motif_350","0.285","0.967","519.4184","None","None"
"document_883","motif_350","0.014","0.968","425.3762","None","None"
"document_1728","motif_360","0.020","0.968","476.4075","None","None"
"document_1392","motif_360","0.025","0.968","458.3971","None","None"
"document_2388","motif_360","0.033","0.968","518.4179","None","None"
"document_2738","motif_360","0.045","0.968","544.4003","None","None"
"document_4201","motif_162","0.053","0.968","658.2839","None","None"
"document_2625","motif_360","0.076","0.968","534.4145","None","None"
"document_1721","motif_360","0.078","0.968","476.4059","None","None"
"document_3016","motif_360","0.079","0.968","564.4260","None","None"
"document_2016","motif_360","0.089","0.968","492.4014","None","None"
"document_3723","motif_360","0.090","0.968","620.5177","None","None"
"document_1118","motif_415","0.092","0.968","441.3722","None","None"
"document_1730","motif_360","0.092","0.968","476.4076","None","None"
"document_3430","motif_162","0.093","0.968","599.2624","None","None"
"document_1502","motif_360","0.094","0.968","464.4063","None","None"
"document_2038","motif_360","0.097","0.968","494.3827","None","None"
"document_4574","motif_413","0.102","0.968","694.3220","None","None"
"document_2594","motif_360","0.114","0.968","532.3966","None","None"
"document_1214","motif_360","0.117","0.968","446.3968","None","None"
"document_2002","motif_415","0.135","0.968","491.3744","None","None"
"document_1795","motif_360","0.142","0.968","480.3672","None","None"
"document_3049","motif_316","0.164","0.968","567.3294","None","None"
"document_797","motif_360","0.184","0.968","418.3662","None","None"
"document_1796","motif_360","0.185","0.968","480.4020","None","None"
"document_1366","motif_415","0.192","0.968","457.3662","None","None"
"document_1431","motif_360","0.207","0.968","460.3773","None","None"
"document_1234","motif_415","0.227","0.968","447.3821","None","None"
"document_1723","motif_360","0.231","0.968","476.4065","None","None"
"document_2582","motif_162","0.262","0.968","532.2896","None","None"
"document_2871","motif_413","0.306","0.968","553.2785","None","None"
"document_2933","motif_316","0.352","0.968","558.3408","None","None"
"document_1752","motif_413","0.357","0.968","478.2794","None","None"
